129760|17538456.8600|
166726|16503353.9200|
191287|16474801.9700|
161758|16101755.5400|
34452|15983844.7200|
139035|15907078.3400|
9403|15451755.6200|
154358|15212937.8800|
38823|15064802.8600|
85606|15053957.1500|
33354|14408297.4000|
154747|14407580.6800|
82865|14235489.7800|
76094|14094247.0400|
222|13937777.7400|
121271|13908336.0000|
55221|13716120.4700|
22819|13666434.2800|
76281|13646853.6800|
85298|13581154.9300|
85158|13554904.0000|
139684|13535538.7200|
31034|13498025.2500|
87305|13482847.0400|
10181|13445148.7500|
62323|13411824.3000|
26489|13377256.3800|
96493|13339057.8300|
56548|13329014.9700|
55576|13306843.3500|
159751|13306614.4800|
92406|13287414.5000|
182636|13223726.7400|
199969|13135288.2100|
62865|13001926.9400|
7284|12945298.1900|
197867|12944510.5200|
11562|12931575.5100|
75165|12916918.1200|
97175|12911283.5000|
140840|12896562.2300|
65241|12890600.4600|
166120|12876927.2200|
9035|12863828.7000|
144616|12853549.3000|
176723|12832309.7400|
170884|12792136.5800|
29790|12723300.3300|
95213|12555483.7300|
183873|12550533.0500|
171235|12476538.3000|
21533|12437821.3200|
17290|12432159.5000|
156397|12260623.5000|
122611|12222812.9800|
139155|12220319.2500|
146316|12215800.6100|
171381|12199734.5200|
198633|12078226.9500|
167417|12046637.6200|
59512|12043468.7600|
31688|12034893.6400|
159586|12001505.8400|
8993|11963814.3000|
120302|11857707.5500|
43536|11779340.5200|
9552|11776909.1600|
86223|11772205.0800|
53776|11758669.6500|
131285|11616953.7400|
91628|11611114.8300|
169644|11567959.7200|
182299|11567462.0500|
33107|11453818.7600|
104184|11436657.4400|
67027|11419127.1400|
176869|11371451.7100|
30885|11369674.7900|
54420|11345076.8800|
72240|11313951.0500|
178708|11294635.1700|
81298|11273686.1300|
158324|11243442.7200|
117095|11242535.2400|
176793|11237733.3800|
86091|11177793.7900|
116033|11145434.3600|
129058|11119112.2000|
193714|11104706.3900|
117195|11077217.9600|
49851|11043701.7800|
19791|11030662.6200|
75800|11012401.6200|
161562|10996371.6900|
10119|10980015.7500|
39185|10970042.5600|
47223|10950022.1300|
175594|10942923.0500|
111295|10893675.6100|
155446|10852764.5700|
156391|10839810.3800|
40884|10837234.1900|
141288|10837130.2100|
152388|10830977.8200|
33449|10830858.7200|
149035|10826130.0200|
162620|10814275.6800|
118324|10791788.1000|
38932|10777541.7500|
121294|10764225.2200|
48721|10762582.4900|
63342|10740132.6000|
5614|10724668.8000|
62266|10711143.1000|
100202|10696675.5500|
197741|10688560.7200|
169178|10648522.8000|
5271|10639392.6500|
34499|10584177.1000|
71108|10569117.5600|
137132|10539880.4700|
78451|10524873.2400|
150827|10503810.4800|
107237|10488030.8400|
101727|10473558.1000|
58708|10466280.4400|
89768|10465477.2200|
146493|10444291.5800|
55424|10444006.4800|
16560|10425574.7400|
133114|10415097.9000|
195810|10413625.2000|
76673|10391977.1800|
97305|10390890.5700|
134210|10387210.0200|
188536|10386529.9200|
122255|10335760.3200|
2682|10312966.1000|
43814|10303086.6100|
34767|10290405.1800|
165584|10273705.8900|
2231|10270415.5500|
111259|10263256.5600|
195578|10239795.8200|
21093|10217531.3000|
29856|10216932.5400|
133686|10213345.7600|
87745|10185509.4000|
135153|10179379.7000|
11773|10167410.8400|
76316|10165151.7000|
123076|10161225.7800|
91894|10130462.1900|
39741|10128387.5200|
111753|10119780.9800|
142729|10104748.8900|
116775|10097750.4200|
102589|10034784.3600|
186268|10012181.5700|
44545|10000286.4800|
23307|9966577.5000|
124281|9930018.9000|
69604|9925730.6400|
21971|9908982.0300|
58148|9895894.4000|
16532|9886529.9000|
159180|9883744.4300|
74733|9877582.8800|
35173|9858275.9200|
7116|9856881.0200|
124620|9838589.1400|
122108|9829949.3500|
67200|9828690.6900|
164775|9821424.4400|
9039|9816447.7200|
14912|9803102.2000|
190906|9791315.7000|
130398|9781674.2700|
119310|9776927.2100|
10132|9770930.7800|
107211|9757586.2500|
113958|9757065.5000|
37009|9748362.6900|
66746|9743528.7600|
134486|9731922.0000|
15945|9731096.4500|
55307|9717745.8000|
56362|9714922.8300|
57726|9711792.1000|
57256|9708621.0000|
112292|9701653.0800|
87514|9699492.5300|
174206|9680562.0200|
72865|9679043.3400|
114357|9671017.4400|
112807|9665019.2100|
115203|9661018.7300|
177454|9658906.3500|
161275|9634313.7100|
61893|9617095.4400|
122219|9604888.2000|
183427|9601362.5800|
59158|9599705.9600|
61931|9584918.9800|
5532|9579964.1400|
20158|9576714.3800|
167199|9557413.0800|
38869|9550279.5300|
86949|9541943.7000|
198544|9538613.9200|
193762|9538238.9400|
108807|9536247.1600|
168324|9535647.9900|
115588|9532195.0400|
141372|9529702.1400|
175120|9526068.6600|
163851|9522808.8300|
160954|9520359.4500|
117757|9517882.8000|
52594|9508325.7600|
60960|9498843.0600|
70272|9495775.6200|
44050|9495515.3600|
152213|9494756.9600|
121203|9492601.3000|
70114|9491012.3000|
167588|9484741.1100|
136455|9476241.7800|
4357|9464355.6400|
6786|9463632.5700|
61345|9455336.7000|
160826|9446754.8400|
71275|9440138.4000|
77746|9439118.3500|
91289|9437472.0000|
56723|9435102.1600|
86647|9434604.1800|
131234|9432120.0000|
198129|9427651.3600|
165530|9426193.6800|
69233|9425053.9200|
6243|9423304.6600|
90110|9420422.7000|
191980|9419368.3600|
38461|9419316.0700|
167873|9419024.4900|
159373|9416950.1500|
128707|9413428.5000|
45267|9410863.7800|
48460|9409793.9300|
197672|9406887.6800|
60884|9403442.4000|
15209|9403245.3100|
138049|9401262.1000|
199286|9391770.7000|
19629|9391236.4000|
134019|9390615.1500|
169475|9387639.5800|
165918|9379510.4400|
135602|9374251.5400|
162323|9367566.5100|
96277|9360850.6800|
98336|9359671.2900|
119781|9356395.7300|
34440|9355365.0000|
57362|9355180.1000|
167236|9352973.8400|
